iter	Logloss
449	0.3193447173
450	0.3193323982
451	0.3193153712
452	0.3193023827
453	0.3192887544
454	0.3192739537
455	0.3192608765
456	0.3192469708
457	0.3192357094
458	0.3192240413
459	0.3192089262
460	0.3191939111
461	0.3191837074
462	0.3191648867
463	0.3191604524
464	0.319142682
465	0.3191329332
466	0.3191190683
467	0.3191072299
468	0.3190929877
469	0.3190777063
470	0.3190573027
471	0.3190466441
472	0.3190362223
473	0.3190157151
474	0.3190019093
475	0.3189898676
476	0.3189716571
477	0.3189572484
478	0.3189439826
479	0.318928875
480	0.3189169664
481	0.3189027427
482	0.3188926426
483	0.318890283
484	0.3188802347
485	0.3188669319
486	0.3188553931
487	0.3188403225
488	0.3188303444
489	0.3188176
490	0.3188089053
491	0.3187980877
492	0.3187855652
493	0.31877234
494	0.3187591297
495	0.3187456789
496	0.3187300461
497	0.3187170132
498	0.3187059849
499	0.318692682
500	0.318678303
501	0.3186613758
502	0.3186474849
503	0.3186326584
504	0.318621201
505	0.3186065519
506	0.3185919029
507	0.3185776644
508	0.3185668912
509	0.3185545388
510	0.3185404852
511	0.3185279183
512	0.3185111465
513	0.3185010205
514	0.3184883094
515	0.3184742003
516	0.3184641927
517	0.3184506309
518	0.3184380789
519	0.3184241843
520	0.3184093355
521	0.3183961584
522	0.3183865539
523	0.3183738243
524	0.3183604697
525	0.3183490641
526	0.3183349883
527	0.3183233016
528	0.3183139671
529	0.3183035452
530	0.3182905826
531	0.3182777975
532	0.3182656375
533	0.3182556372
534	0.3182448936
535	0.3182333438
536	0.3182222636
537	0.3182100629
538	0.3181998592
539	0.3181867339
540	0.3181757388
541	0.3181627762
542	0.3181517183
543	0.3181393104
544	0.3181249646
545	0.3181167248
546	0.3181030299
547	0.3180903299
548	0.3180721268
549	0.3180619084
550	0.3180515901
551	0.3180384721
552	0.318022954
553	0.3180100284
554	0.3180007197
555	0.3179889591
556	0.3179765623
557	0.3179682929
558	0.3179589435
559	0.3179495128
560	0.3179412027
561	0.3179285545
562	0.3179155734
563	0.3179032173
564	0.3178928177
565	0.3178809054
566	0.3178734237
567	0.317861467
568	0.317852813
569	0.3178409451
570	0.3178342696
571	0.3178255564
572	0.3178151419
573	0.317804942
574	0.3177974492
575	0.3177845125
576	0.317773166
577	0.3177604956
578	0.3177517306
579	0.3177433317
580	0.3177276879
581	0.3177198511
582	0.3177104204
583	0.3176978646
584	0.3176865441
585	0.3176766696
586	0.3176664363
587	0.3176554671
588	0.3176406036
589	0.3176316463
590	0.3176206882
591	0.3176091642
592	0.317596871
593	0.3175863308
594	0.3175817264
595	0.317571127
596	0.3175630573
597	0.3175563745
598	0.3175454829
599	0.3175335411
600	0.3175251681
601	0.317515767
602	0.317508374
603	0.3174995794
604	0.3174861656
605	0.3174781329
606	0.3174702592
607	0.3174611428
608	0.3174511796
609	0.3174422555
610	0.3174347553
611	0.3174240265
612	0.3174102947
613	0.3173989926
614	0.317391718
615	0.3173808968
616	0.3173708447
617	0.3173600568
618	0.3173486105
619	0.317340918
620	0.3173328778
621	0.3173233288
622	0.3173147413
623	0.3173096931
624	0.3172979214
625	0.3172884907
626	0.3172817042
627	0.3172753912
628	0.3172665966
629	0.31725285
630	0.3172417698
631	0.3172350648
632	0.3172251755
633	0.3172149607
634	0.3172016283
635	0.3171880333
636	0.3171803889
637	0.3171683213
638	0.3171583728
639	0.3171455581
640	0.3171378915
641	0.3171300289
642	0.3171216189
643	0.3171122326
644	0.3171028352
645	0.3170905753
646	0.3170811335
647	0.3170720726
648	0.3170634999
649	0.3170536402
650	0.3170434624
651	0.3170355517
652	0.3170269716
653	0.3170162317
654	0.3170066309
655	0.3170002883
656	0.3169914123
657	0.3169841599
658	0.3169763232
659	0.3169632164
660	0.3169565668
661	0.3169474431
662	0.3169391107
663	0.3169306971
664	0.3169234891
665	0.3169162108
666	0.3169034516
667	0.3168967096
668	0.3168884142
669	0.3168746417
670	0.3168685247
671	0.316859327
672	0.3168482061
673	0.3168391712
674	0.316825406
675	0.3168140929
676	0.3168034454
677	0.3167930532
678	0.3167836446
679	0.3167751385
680	0.3167677086
681	0.3167594798
682	0.3167491357
683	0.3167421717
684	0.3167311249
685	0.3167187244
686	0.3167129587
687	0.3167029992
688	0.3166958059
689	0.3166887754
690	0.3166881171
691	0.3166797922
692	0.3166700768
693	0.3166597548
694	0.316654603
695	0.3166461967
696	0.3166367475
697	0.3166294064
698	0.3166206081
699	0.3166104747
700	0.3166030966
701	0.3165966874
702	0.3165898418
703	0.3165827891
704	0.3165730219
705	0.3165654292
706	0.316554767
707	0.3165439383
708	0.3165377769
709	0.3165274142
710	0.3165204059
711	0.3165127541
712	0.3165031163
713	0.3164912891
714	0.3164849428
715	0.3164773094
716	0.316465963
717	0.3164597535
718	0.3164517652
719	0.316445012
720	0.3164348824
721	0.316429812
722	0.3164226372
723	0.3164133397
724	0.3164016826
725	0.3163926809
726	0.3163839381
727	0.3163774697
728	0.3163680427
729	0.3163600247
730	0.3163492774
731	0.3163421804
732	0.3163365922
733	0.3163271837
734	0.3163201865
735	0.3163090509
736	0.3163045833
737	0.3162970424
738	0.3162929003
739	0.3162857959
740	0.3162776115
741	0.3162695455
742	0.3162591273
743	0.3162529363
744	0.3162439272
745	0.316236771
746	0.3162289638
747	0.3162233017
748	0.316220221
749	0.3162118998
750	0.3162027132
751	0.3161934082
752	0.316184499
753	0.3161773316
754	0.3161651716
755	0.3161602491
756	0.3161519834
757	0.3161454965
758	0.3161339504
759	0.3161253592
760	0.3161170306
761	0.3161077404
762	0.3160976218
763	0.3160911942
764	0.3160839381
765	0.3160745407
766	0.3160689081
767	0.3160591668
768	0.3160529832
769	0.3160442958
770	0.3160369103
771	0.3160284005
772	0.3160208226
773	0.3160147537
774	0.3160045833
775	0.3159951711
776	0.3159872604
777	0.3159785139
778	0.3159667384
779	0.3159542418
780	0.3159447741
781	0.3159371075
782	0.315926534
783	0.3159190006
784	0.3159106202
785	0.315902998
786	0.3158913409
787	0.3158820951
788	0.315874214
789	0.315863892
790	0.3158527674
791	0.3158429521
792	0.3158361694
793	0.315829028
794	0.3158232327
795	0.3158140978
796	0.3158081066
797	0.3157989126
798	0.315791061
799	0.3157832095
800	0.3157735051
801	0.3157650804
802	0.3157536082
803	0.3157472101
804	0.3157416072
805	0.3157331417
806	0.315724214
807	0.3157161073
808	0.315710974
809	0.3157029635
810	0.3156972533
811	0.3156886436
812	0.3156821752
813	0.3156685987
814	0.3156586909
815	0.3156504696
816	0.3156406431
817	0.3156334647
818	0.3156253395
819	0.315613945
820	0.3156066556
821	0.3155994994
822	0.3155930273
823	0.3155833377
824	0.3155767436
825	0.3155703899
826	0.315560227
827	0.3155522941
828	0.3155427709
829	0.3155311212
830	0.3155226447
831	0.3155136578
832	0.315506631
833	0.3154972261
834	0.3154902918
835	0.3154806429
836	0.3154737788
837	0.31546582
838	0.3154654317
839	0.3154594441
840	0.3154488559
841	0.3154427537
842	0.315431152
843	0.3154220357
844	0.3154156413
845	0.3154097684
846	0.3154016802
847	0.315395822
848	0.3153879409
849	0.3153798046
850	0.3153709471
851	0.3153636319
852	0.3153578514
853	0.3153505694
854	0.3153418562
855	0.3153331245
856	0.3153246146
857	0.3153178171
858	0.3153065151
859	0.3153015187
860	0.3152927241
861	0.3152879348
862	0.3152772244
863	0.3152683855
864	0.3152585812
865	0.3152517652
866	0.3152431629
867	0.315236554
868	0.3152301855
869	0.3152235841
870	0.3152164833
871	0.315206716
872	0.3152014348
873	0.3151939531
874	0.3151867044
875	0.3151802694
876	0.3151716708
877	0.3151633052
878	0.3151572252
879	0.31515008
880	0.3151446435
881	0.3151380309
882	0.3151297467
883	0.3151203308
884	0.3151141731
885	0.3151077861
886	0.3150995388
887	0.3150936104
888	0.3150860807
889	0.3150754369
890	0.3150656512
891	0.3150593086
892	0.3150541531
893	0.3150455175
894	0.3150391269
895	0.3150339085
896	0.3150281539
897	0.3150205576
898	0.3150144924
899	0.3150056275
900	0.3149951354
901	0.3149905754
902	0.3149826906
903	0.3149750276
904	0.3149680193
905	0.314962102
906	0.3149558704
907	0.314946399
908	0.314936114
909	0.3149284363
910	0.3149218274
911	0.3149145269
912	0.3149043232
913	0.3148996005
914	0.3148908133
915	0.314883461
916	0.3148749327
917	0.3148683719
918	0.3148632793
919	0.3148547177
920	0.3148451761
921	0.3148334561
922	0.3148257747
923	0.3148203086
924	0.3148138809
925	0.3148084444
926	0.3147984035
927	0.3147890393
928	0.3147824674
929	0.3147769606
930	0.3147709657
931	0.3147646046
932	0.3147594935
933	0.3147531731
934	0.3147460982
935	0.3147418192
936	0.314736919
937	0.3147269964
938	0.3147208461
939	0.3147150545
940	0.3147099102
941	0.314705757
942	0.3146990149
943	0.3146903017
944	0.314685346
945	0.3146755343
946	0.314669029
947	0.3146567136
948	0.3146467984
949	0.3146412472
950	0.3146355185
951	0.3146297603
952	0.314623107
953	0.3146179589
954	0.3146094047
955	0.3145984503
956	0.3145915678
957	0.3145844115
958	0.3145775216
959	0.314569437
960	0.3145616003
961	0.3145550358
962	0.3145459083
963	0.3145382454
964	0.3145300685
965	0.3145230084
966	0.3145127382
967	0.3145058667
968	0.3145021573
969	0.314494768
970	0.3144880001
971	0.3144825118
972	0.3144772639
973	0.3144690241
974	0.314463521
975	0.3144565792
976	0.3144481323
977	0.3144421669
978	0.3144365824
979	0.3144296555
980	0.3144235015
981	0.3144174473
982	0.3144100174
983	0.3144052244
984	0.3143955681
985	0.3143892884
986	0.3143796506
987	0.3143736001
988	0.3143630081
989	0.3143557742
990	0.3143484775
991	0.3143372679
992	0.3143299748
993	0.3143224709
994	0.3143125113
995	0.314302574
996	0.3142918488
997	0.3142830801
998	0.3142732056
999	0.3142620626
1000	0.3142540188
1001	0.3142465075
1002	0.3142410377
1003	0.3142349392
1004	0.3142296062
1005	0.3142225794
1006	0.3142170948
1007	0.3142109186
1008	0.3142074681
1009	0.3141987918
1010	0.3141923124
1011	0.3141831664
1012	0.3141748674
1013	0.3141647858
1014	0.3141593419
1015	0.3141532655
1016	0.314149153
1017	0.3141411536
1018	0.3141334722
1019	0.3141226176
1020	0.314116863
1021	0.3141073621
1022	0.3141002095
1023	0.3140938743
1024	0.3140863149
1025	0.3140806713
1026	0.3140732377
1027	0.3140651014
1028	0.3140579193
1029	0.3140533592
1030	0.3140477082
1031	0.3140414803
1032	0.3140345311
1033	0.3140276596
1034	0.3140203925
1035	0.3140120158
1036	0.3140053662
1037	0.3140016753
1038	0.3139949148
1039	0.313991638
1040	0.313983376
1041	0.3139759128
1042	0.3139693705
1043	0.3139615966
1044	0.3139557422
1045	0.3139482642
1046	0.3139411412
1047	0.3139339739
1048	0.3139267548
1049	0.3139207302
1050	0.3139142989
1051	0.3139081079
1052	0.3139007704
1053	0.3138914322
1054	0.3138875674
1055	0.3138800044
1056	0.3138756921
1057	0.3138656401
1058	0.313858813
1059	0.3138522337
1060	0.3138463016
1061	0.3138395707
1062	0.3138340158
1063	0.3138266747
1064	0.3138214859
1065	0.3138161308
1066	0.3138099583
1067	0.3137993071
1068	0.3137916886
1069	0.3137830974
1070	0.3137766845
1071	0.3137696873
1072	0.3137658115
1073	0.313754269
1074	0.3137518503
1075	0.3137422791
1076	0.3137328558
1077	0.3137280665
1078	0.313722715
1079	0.3137161542
1080	0.3137081732
1081	0.3137036613
1082	0.3136966234
1083	0.3136856653
1084	0.3136804987
1085	0.3136728395
1086	0.313663468
1087	0.3136560566
1088	0.3136511933
1089	0.3136454424
1090	0.3136371249
1091	0.3136293399
1092	0.3136220727
1093	0.3136150127
1094	0.3136107226
1095	0.3136050827
1096	0.3135964767
1097	0.3135906999
1098	0.3135824749
1099	0.3135755442
1100	0.3135679331
1101	0.3135605069
1102	0.3135526812
1103	0.3135453438
1104	0.3135358946
1105	0.3135288419
1106	0.3135229912
1107	0.3135166818
1108	0.3135098732
1109	0.3135049767
1110	0.3135005202
1111	0.3134942626
1112	0.3134848615
1113	0.3134767548
1114	0.3134704825
1115	0.3134617101
1116	0.3134525752
1117	0.3134469871
1118	0.3134382664
1119	0.31343354
1120	0.3134235102
1121	0.3134151557
1122	0.3134086688
1123	0.3134028847
1124	0.3133966604
1125	0.313389064
1126	0.3133807317
1127	0.3133732574
1128	0.3133670147
1129	0.313359533
1130	0.3133533161
1131	0.3133493663
1132	0.313343878
1133	0.313339858
1134	0.3133329236
1135	0.3133274871
1136	0.3133228642
1137	0.3133153418
1138	0.3133080413
1139	0.3133052528
1140	0.3132990581
1141	0.3132919093
1142	0.3132839912
1143	0.3132763764
1144	0.3132693089
1145	0.3132619677
1146	0.3132577442
1147	0.3132509393
1148	0.3132461167
1149	0.3132377068
1150	0.3132293079
1151	0.3132206538
1152	0.3132133386
1153	0.3132047659
1154	0.3131983308
1155	0.3131901242
1156	0.3131828903
1157	0.3131736556
1158	0.3131686592
1159	0.3131616657
1160	0.31315671
1161	0.3131485774
1162	0.3131442392
1163	0.3131370941
1164	0.3131289467
1165	0.3131194013
1166	0.3131082509
1167	0.3131006546
1168	0.3130947669
1169	0.3130877327
1170	0.3130802658
1171	0.3130726731
1172	0.3130646774
1173	0.3130578059
1174	0.313053109
1175	0.3130461525
1176	0.3130380902
1177	0.3130282822
1178	0.3130208227
1179	0.3130147501
1180	0.3130083816
1181	0.3129987512
1182	0.3129891319
1183	0.3129834217
1184	0.312977031
1185	0.3129705922
1186	0.3129655588
1187	0.3129604958
1188	0.312956191
1189	0.3129480584
1190	0.3129425738
1191	0.3129382171
1192	0.3129270889
1193	0.3129212789
1194	0.3129158275
1195	0.3129093259
1196	0.3129015299
1197	0.3128955645
1198	0.3128881789
1199	0.3128826241
1200	0.3128769213
1201	0.3128707303
1202	0.3128619949
1203	0.3128556005
1204	0.3128494169
1205	0.3128401896
1206	0.3128306294
1207	0.3128246456
1208	0.3128177408
1209	0.3128119899
1210	0.312805847
1211	0.3127982433
1212	0.3127895116
1213	0.312779552
1214	0.3127752693
1215	0.3127700658
1216	0.3127637269
1217	0.3127582127
1218	0.3127522288
1219	0.3127478574
1220	0.3127416073
1221	0.3127331122
1222	0.3127252126
1223	0.3127207747
1224	0.3127138366
1225	0.3127066323
1226	0.3126992209
1227	0.3126937437
1228	0.3126856739
1229	0.3126772122
1230	0.3126719643
1231	0.3126632622
1232	0.3126539165
1233	0.3126441456
1234	0.3126358761
1235	0.3126289529
1236	0.3126210422
1237	0.3126129503
1238	0.3126038006
1239	0.3125989669
1240	0.3125918773
1241	0.3125837927
1242	0.3125766735
1243	0.3125725388
1244	0.312565316
1245	0.3125569947
1246	0.3125528785
1247	0.3125473865
1248	0.312541754
1249	0.3125355445
1250	0.3125272603
1251	0.3125209066
1252	0.3125152334
1253	0.3125084617
1254	0.3125022671
1255	0.312493306
1256	0.3124874405
1257	0.3124771111
1258	0.3124724438
1259	0.3124644962
1260	0.3124574731
1261	0.3124521105
1262	0.3124458308
1263	0.3124367921
1264	0.3124271358
1265	0.3124202791
1266	0.3124131377
1267	0.3124080673
1268	0.3124007076
1269	0.3123936882
1270	0.3123863249
1271	0.3123790799
1272	0.3123708548
1273	0.3123631142
1274	0.3123525555
1275	0.3123480584
1276	0.3123389864
1277	0.3123317118
1278	0.3123235977
1279	0.3123192596
1280	0.3123130575
1281	0.312303808
1282	0.3122940815
1283	0.3122907419
1284	0.312284954
1285	0.3122783488
1286	0.3122727533
1287	0.3122678271
1288	0.3122604194
1289	0.3122532595
1290	0.3122457223
1291	0.3122378116
1292	0.3122300229
1293	0.3122205848
1294	0.3122116867
1295	0.3122052035
1296	0.312197463
1297	0.3121890974
1298	0.3121809315
1299	0.3121739158
1300	0.3121659348
1301	0.3121596736
1302	0.3121522658
1303	0.3121452797
1304	0.3121384748
1305	0.3121325316
1306	0.3121253199
1307	0.3121180712
1308	0.3121105341
1309	0.3121021907
1310	0.3120955115
1311	0.3120893723
1312	0.3120835289
1313	0.3120772714
1314	0.3120734067
1315	0.3120674154
1316	0.312060004
1317	0.312051128
1318	0.3120446079
1319	0.31203605
1320	0.3120302991
1321	0.3120225918
1322	0.3120169925
1323	0.3120096921
1324	0.3120017111
1325	0.3119961082
1326	0.3119910156
1327	0.3119841663
1328	0.311977783
1329	0.3119692473
1330	0.3119629639
1331	0.3119557706
1332	0.3119498829
1333	0.3119429338
1334	0.3119363582
1335	0.3119322382
1336	0.3119262766
1337	0.3119191314
1338	0.3119114093
1339	0.3119038463
1340	0.3118974889
1341	0.3118899073
1342	0.3118832873
1343	0.3118754728
1344	0.3118664526
1345	0.311862292
1346	0.3118555869
1347	0.3118490483
1348	0.3118392552
1349	0.311830505
1350	0.3118232674
1351	0.3118152568
1352	0.3118077677
1353	0.3117983851
1354	0.3117943022
1355	0.3117865209
1356	0.3117798676
1357	0.3117719828
1358	0.311765422
1359	0.3117579033
1360	0.3117504068
1361	0.3117416825
1362	0.3117329915
1363	0.3117257539
1364	0.311716926
1365	0.3117100582
1366	0.3117008827
1367	0.3116923618
1368	0.3116864149
1369	0.3116802683
1370	0.3116738258
1371	0.3116675831
1372	0.3116581302
1373	0.3116506226
1374	0.3116448569
1375	0.3116376563
1376	0.3116318573
1377	0.3116229222
1378	0.3116124671
1379	0.3116065239
1380	0.311598676
1381	0.3115921189
1382	0.3115854509
1383	0.3115787939
1384	0.3115717671
1385	0.311565136
1386	0.3115589339
1387	0.3115507755
1388	0.3115452132
1389	0.3115373395
1390	0.3115318771
1391	0.3115263481
1392	0.3115206638
1393	0.3115122575
1394	0.3115058742
1395	0.3114965655
1396	0.3114903967
1397	0.3114845719
1398	0.3114773491
1399	0.3114718127
1400	0.3114624967
1401	0.3114560505
1402	0.3114499594
1403	0.3114446819
1404	0.311438036
1405	0.3114322296
1406	0.3114270002
1407	0.3114226991
1408	0.3114153431
1409	0.3114090523
1410	0.3114069849
1411	0.3114001024
1412	0.3113924247
1413	0.311385494
1414	0.3113775611
1415	0.3113689182
1416	0.3113643655
1417	0.3113602345
1418	0.3113545909
1419	0.3113480005
1420	0.3113398272
1421	0.3113338729
1422	0.3113257995
1423	0.3113207291
1424	0.3113149301
1425	0.3113083508
1426	0.311302992
1427	0.3112961205
1428	0.3112930102
1429	0.311286172
1430	0.3112790121
1431	0.3112707242
1432	0.311265602
1433	0.3112590227
1434	0.3112509197
1435	0.3112452021
1436	0.3112375133
1437	0.3112304495
1438	0.3112214108
1439	0.3112161407
1440	0.311208929
1441	0.3112027085
1442	0.3111937807
1443	0.3111856407
1444	0.3111779519
1445	0.3111722972
1446	0.3111680996
1447	0.3111594677
1448	0.3111534358
1449	0.3111472041
1450	0.3111426034
1451	0.3111349331
1452	0.311129589
1453	0.311121523
1454	0.3111141412
1455	0.3111076358
1456	0.3110999951
1457	0.3110898211
1458	0.3110845251
1459	0.3110783452
1460	0.3110707821
1461	0.3110620726
1462	0.3110560591
1463	0.3110482002
1464	0.3110408221
1465	0.3110333256
1466	0.3110281627
1467	0.3110214947
1468	0.3110154294
1469	0.3110067643
1470	0.3110021636
1471	0.3109954622
1472	0.3109894968
1473	0.310981993
1474	0.3109785017
1475	0.3109716414
1476	0.3109636419
1477	0.3109564857
1478	0.3109515669
1479	0.3109448804
1480	0.3109387522
1481	0.3109304976
1482	0.3109239738
1483	0.3109175387
1484	0.3109124461
1485	0.3109043542
1486	0.3108986181
1487	0.3108928525
1488	0.3108877636
1489	0.3108811214
1490	0.3108768979
1491	0.310869934
1492	0.3108642571
1493	0.3108592643
1494	0.3108490533
1495	0.3108435317
1496	0.3108388238
1497	0.3108318931
1498	0.3108264677
1499	0.3108190526
1500	0.3108128949
1501	0.3108058976
1502	0.310801774
1503	0.3107932457
1504	0.3107866849
1505	0.3107821027
1506	0.3107770915
1507	0.3107706046
1508	0.3107622427
1509	0.3107537514
1510	0.3107487069
1511	0.3107441765
1512	0.3107400861
