iter	Passed	Remaining
1659	64824	52328
1660	64871	52295
1661	64911	52256
1662	64949	52217
1663	64985	52176
1664	65032	52143
1665	65069	52102
1666	65108	52063
1667	65145	52022
1668	65187	51985
1669	65224	51945
1670	65262	51905
1671	65298	51863
1672	65350	51835
1673	65391	51797
1674	65426	51755
1675	65462	51713
1676	65496	51671
1677	65544	51638
1678	65580	51597
1679	65615	51554
1680	65652	51514
1681	65700	51482
1682	65737	51441
1683	65777	51403
1684	65812	51360
1685	65858	51327
1686	65897	51288
1687	65933	51246
1688	65970	51206
1689	66014	51171
1690	66056	51133
1691	66093	51093
1692	66129	51051
1693	66167	51012
1694	66210	50976
1695	66246	50935
1696	66281	50892
1697	66319	50853
1698	66363	50817
1699	66409	50783
1700	66446	50743
1701	66489	50706
1702	66538	50675
1703	66579	50637
1704	66617	50598
1705	66657	50559
1706	66709	50530
1707	66746	50489
1708	66786	50451
1709	66820	50408
1710	66861	50370
1711	66890	50324
1712	66924	50281
1713	66960	50239
1714	66994	50197
1715	67040	50163
1716	67074	50120
1717	67111	50079
1718	67149	50039
1719	67186	49998
1720	67228	49962
1721	67265	49921
1722	67300	49879
1723	67337	49838
1724	67381	49803
1725	67416	49761
1726	67450	49718
1727	67484	49676
1728	67519	49634
1729	67552	49590
1730	67592	49552
1731	67618	49503
1732	67653	49461
1733	67690	49421
1734	67729	49382
1735	67773	49346
1736	67810	49306
1737	67854	49270
1738	67895	49232
1739	67929	49190
1740	67964	49148
1741	67997	49104
1742	68041	49069
1743	68076	49027
1744	68111	48985
1745	68149	48945
1746	68186	48905
1747	68231	48870
1748	68267	48829
1749	68302	48787
1750	68341	48748
1751	68387	48714
1752	68423	48673
1753	68460	48632
1754	68495	48591
1755	68540	48556
1756	68578	48515
1757	68613	48474
1758	68650	48433
1759	68695	48399
1760	68740	48364
1761	68775	48322
1762	68810	48280
1763	68844	48237
1764	68889	48203
1765	68925	48161
1766	68961	48120
1767	68996	48079
1768	69033	48038
1769	69076	48002
1770	69111	47960
1771	69147	47919
1772	69180	47876
1773	69226	47841
1774	69262	47801
1775	69298	47759
1776	69337	47720
1777	69382	47685
1778	69418	47644
1779	69452	47602
1780	69488	47561
1781	69522	47519
1782	69557	47477
1783	69592	47435
1784	69635	47399
1785	69668	47356
1786	69702	47313
1787	69737	47271
1788	69769	47228
1789	69809	47189
1790	69851	47152
1791	69886	47110
1792	69921	47069
1793	69952	47025
1794	69993	46987
1795	70028	46945
1796	70062	46903
1797	70098	46862
1798	70141	46825
1799	70178	46785
1800	70214	46744
1801	70249	46703
1802	70282	46659
1803	70326	46624
1804	70360	46582
1805	70386	46534
1806	70424	46494
1807	70467	46458
1808	70516	46426
1809	70550	46384
1810	70583	46341
1811	70618	46299
1812	70659	46261
1813	70691	46218
1814	70728	46177
1815	70763	46136
1816	70797	46094
1817	70842	46059
1818	70878	46018
1819	70914	45977
1820	70948	45935
1821	70990	45898
1822	71050	45872
1823	71111	45848
1824	71185	45831
1825	71242	45804
1826	71297	45775
1827	71376	45762
1828	71414	45722
1829	71451	45681
1830	71499	45648
1831	71535	45607
1832	71569	45565
1833	71606	45525
1834	71644	45485
1835	71689	45450
1836	71728	45411
1837	71762	45368
1838	71796	45326
1839	71832	45285
1840	71869	45245
1841	71911	45208
1842	71948	45167
1843	71982	45125
1844	72016	45083
1845	72060	45047
1846	72095	45006
1847	72130	44964
1848	72166	44923
1849	72210	44887
1850	72247	44847
1851	72281	44804
1852	72315	44763
1853	72352	44722
1854	72397	44687
1855	72430	44644
1856	72465	44603
1857	72498	44560
1858	72534	44519
1859	72584	44487
1860	72623	44448
1861	72661	44408
1862	72726	44385
1863	72761	44344
1864	72797	44303
1865	72833	44262
1866	72867	44220
1867	72914	44185
1868	72950	44145
1869	72985	44103
1870	73019	44061
1871	73059	44022
1872	73093	43980
1873	73127	43939
1874	73162	43897
1875	73204	43860
1876	73242	43820
1877	73276	43778
1878	73312	43737
1879	73348	43696
1880	73390	43659
1881	73426	43618
1882	73460	43576
1883	73495	43535
1884	73539	43499
1885	73575	43458
1886	73608	43416
1887	73643	43374
1888	73676	43332
1889	73719	43295
1890	73753	43253
1891	73786	43211
1892	73820	43169
1893	73858	43129
1894	73897	43090
1895	73934	43050
1896	73968	43008
1897	74004	42967
1898	74050	42932
1899	74086	42891
1900	74121	42850
1901	74156	42809
1902	74198	42772
1903	74232	42730
1904	74271	42691
1905	74308	42651
1906	74346	42611
1907	74400	42581
1908	74439	42542
1909	74480	42504
1910	74514	42462
1911	74560	42427
1912	74596	42386
1913	74629	42344
1914	74665	42303
1915	74703	42264
1916	74744	42226
1917	74780	42185
1918	74814	42144
1919	74849	42102
1920	74965	42107
1921	75014	42073
1922	75048	42031
1923	75086	41991
1924	75129	41955
1925	75164	41914
1926	75201	41873
1927	75235	41832
1928	75282	41797
1929	75318	41756
1930	75353	41715
1931	75394	41677
1932	75434	41639
1933	75472	41599
1934	75507	41558
1935	75541	41516
1936	75580	41477
1937	75628	41443
1938	75662	41401
1939	75697	41360
1940	75732	41319
1941	75775	41282
1942	75811	41241
1943	75846	41200
1944	75882	41159
1945	75918	41119
1946	75965	41084
1947	76000	41043
1948	76035	41001
1949	76069	40960
1950	76111	40922
1951	76145	40881
1952	76179	40839
1953	76215	40799
1954	76249	40757
1955	76293	40720
1956	76327	40679
1957	76360	40637
1958	76384	40590
1959	76423	40551
1960	76464	40513
1961	76500	40472
1962	76537	40432
1963	76571	40391
1964	76617	40355
1965	76651	40314
1966	76685	40272
1967	76719	40231
1968	76756	40191
1969	76796	40152
1970	76830	40111
1971	76865	40069
1972	76898	40027
1973	76943	39991
1974	76979	39951
1975	77016	39911
1976	77052	39870
1977	77090	39831
1978	77131	39793
1979	77166	39752
1980	77189	39705
1981	77225	39664
1982	77270	39629
1983	77305	39587
1984	77339	39546
1985	77374	39505
1986	77407	39463
1987	77455	39429
1988	77489	39387
1989	77523	39345
1990	77556	39304
1991	77600	39267
1992	77635	39226
1993	77673	39187
1994	77706	39145
1995	77741	39104
1996	77784	39067
1997	77826	39030
1998	77862	38989
1999	77896	38948
2000	77938	38910
2001	77975	38870
2002	78010	38830
2003	78045	38789
2004	78081	38748
2005	78125	38712
2006	78162	38672
2007	78203	38634
2008	78237	38593
2009	78283	38557
2010	78311	38513
2011	78344	38471
2012	78379	38430
2013	78419	38392
2014	78461	38354
2015	78495	38313
2016	78531	38272
2017	78565	38231
2018	78612	38196
2019	78648	38156
2020	78684	38115
2021	78716	38073
2022	78760	38036
2023	78794	37995
2024	78829	37954
2025	78863	37913
2026	78896	37871
2027	78945	37837
2028	78979	37796
2029	79014	37755
2030	79051	37715
2031	79096	37679
2032	79130	37638
2033	79167	37598
2034	79207	37560
2035	79244	37520
2036	79288	37483
2037	79326	37444
2038	79375	37410
2039	79411	37370
2040	79446	37329
2041	79476	37286
2042	79516	37247
2043	79554	37208
2044	79590	37168
2045	79623	37126
2046	79657	37085
2047	79700	37048
2048	79731	37005
2049	79768	36966
2050	79804	36925
2051	79841	36885
2052	79884	36848
2053	79918	36807
2054	79954	36767
2055	79990	36727
2056	80025	36686
2057	80068	36649
2058	80105	36609
2059	80140	36569
2060	80175	36528
2061	80212	36488
2062	80248	36448
2063	80291	36411
2064	80327	36371
2065	80362	36330
2066	80397	36289
2067	80433	36249
2068	80477	36212
2069	80510	36171
2070	80546	36131
2071	80581	36090
2072	80621	36052
2073	80668	36016
2074	80703	35976
2075	80739	35936
2076	80779	35897
2077	80825	35861
2078	80860	35821
2079	80897	35781
2080	80932	35740
2081	80976	35704
2082	81013	35664
2083	81049	35624
2084	81085	35584
2085	81122	35544
2086	81165	35507
2087	81200	35466
2088	81237	35426
2089	81274	35387
2090	81318	35350
2091	81354	35310
2092	81391	35270
2093	81425	35229
2094	81474	35195
2095	81510	35155
2096	81545	35114
2097	81579	35073
2098	81623	35037
2099	81659	34997
2100	81695	34956
2101	81730	34916
2102	81766	34876
2103	81815	34841
2104	81854	34802
2105	81889	34762
2106	81924	34721
2107	81966	34683
2108	82012	34648
2109	82048	34608
2110	82082	34567
2111	82116	34526
2112	82162	34490
2113	82199	34450
2114	82234	34410
2115	82269	34369
2116	82305	34329
2117	82348	34292
2118	82382	34251
2119	82416	34210
2120	82451	34170
2121	82498	34134
2122	82537	34095
2123	82573	34055
2124	82606	34014
2125	82644	33975
2126	82685	33937
2127	82718	33896
2128	82739	33849
2129	82775	33809
2130	82816	33771
2131	82862	33735
2132	82901	33696
2133	82937	33656
2134	82990	33623
2135	83024	33583
2136	83061	33543
2137	83098	33503
2138	83133	33463
2139	83184	33429
2140	83219	33388
2141	83253	33348
2142	83288	33307
2143	83331	33270
2144	83368	33230
2145	83403	33190
2146	83439	33150
2147	83477	33111
2148	83524	33075
2149	83560	33035
2150	83597	32995
2151	83632	32955
2152	83675	32918
2153	83709	32877
2154	83742	32836
2155	83777	32796
2156	83819	32758
2157	83857	32719
2158	83892	32678
2159	83929	32639
2160	83966	32599
2161	84010	32562
2162	84047	32523
2163	84082	32482
2164	84118	32443
2165	84162	32406
2166	84200	32366
2167	84236	32326
2168	84275	32288
2169	84313	32248
2170	84356	32211
2171	84393	32172
2172	84424	32130
2173	84460	32090
2174	84503	32052
2175	84614	32041
2176	84676	32011
2177	84709	31970
2178	84743	31929
2179	84781	31890
2180	84822	31852
2181	84859	31812
2182	84894	31772
2183	84929	31731
2184	84965	31691
2185	85011	31655
2186	85046	31615
2187	85082	31575
2188	85120	31536
2189	85163	31498
2190	85198	31458
2191	85235	31418
2192	85269	31378
2193	85309	31339
2194	85352	31302
2195	85386	31261
2196	85421	31221
2197	85456	31181
2198	85501	31144
2199	85537	31104
2200	85576	31065
2201	85611	31025
2202	85653	30987
2203	85690	30948
2204	85726	30908
2205	85761	30868
2206	85801	30829
2207	85853	30795
2208	85888	30754
2209	85923	30714
2210	85959	30674
2211	86002	30637
2212	86038	30597
2213	86073	30557
2214	86103	30515
2215	86141	30475
2216	86186	30439
2217	86221	30399
2218	86256	30358
2219	86283	30315
2220	86320	30276
2221	86354	30235
2222	86395	30197
2223	86431	30157
2224	86466	30117
2225	86500	30076
2226	86525	30033
2227	86571	29996
2228	86605	29956
2229	86644	29917
2230	86682	29878
2231	86716	29837
2232	86764	29802
2233	86799	29761
2234	86839	29723
2235	86879	29685
2236	86923	29647
2237	86960	29608
2238	87016	29575
2239	87078	29544
2240	87136	29512
2241	87231	29492
2242	87315	29468
2243	87401	29445
2244	87437	29405
2245	87476	29366
2246	87514	29327
2247	87550	29287
2248	87587	29247
2249	87646	29215
2250	87697	29180
2251	87745	29144
2252	87798	29110
2253	87849	29075
2254	87900	29040
2255	87951	29005
2256	87998	28968
2257	88048	28933
2258	88097	28897
2259	88146	28862
2260	88195	28826
2261	88243	28790
2262	88293	28754
2263	88341	28718
2264	88385	28681
2265	88437	28646
2266	88487	28610
2267	88531	28573
2268	88582	28538
2269	88630	28502
2270	88683	28467
2271	88728	28430
2272	88776	28394
2273	88826	28358
2274	88876	28323
2275	88925	28287
2276	88966	28248
2277	89015	28212
2278	89064	28177
2279	89114	28141
2280	89160	28104
2281	89198	28064
2282	89258	28032
2283	89295	27992
2284	89344	27956
2285	89395	27921
2286	89435	27882
2287	89487	27847
2288	89538	27812
2289	89587	27775
2290	89633	27739
2291	89683	27703
2292	89734	27667
2293	89784	27631
2294	89829	27594
2295	89877	27558
2296	89922	27520
2297	89968	27483
2298	90017	27447
2299	90070	27412
2300	90121	27377
2301	90171	27341
2302	90220	27305
2303	90272	27269
2304	90319	27233
2305	90377	27199
2306	90428	27163
2307	90478	27127
2308	90525	27091
2309	90579	27056
2310	90628	27019
2311	90679	26984
2312	90725	26946
2313	90771	26909
2314	90820	26873
2315	90869	26837
2316	90920	26801
2317	90966	26764
2318	91016	26728
2319	91063	26691
2320	91112	26654
2321	91145	26613
2322	91195	26577
2323	91244	26540
2324	91300	26506
2325	91345	26468
2326	91402	26434
2327	91454	26399
2328	91504	26362
2329	91562	26328
2330	91613	26293
2331	91663	26256
2332	91710	26219
2333	91761	26183
2334	91810	26147
2335	91865	26112
2336	91914	26075
2337	91963	26039
2338	92011	26002
2339	92060	25965
2340	92111	25929
2341	92163	25894
2342	92209	25856
2343	92259	25819
2344	92310	25783
2345	92357	25746
2346	92402	25708
2347	92453	25672
2348	92503	25636
2349	92554	25600
2350	92603	25563
2351	92649	25525
2352	92694	25488
2353	92731	25447
2354	92774	25409
2355	92821	25372
2356	92862	25333
2357	92905	25294
2358	92950	25256
2359	92992	25218
2360	93038	25180
2361	93083	25142
2362	93125	25103
2363	93168	25065
2364	93209	25026
2365	93252	24988
2366	93295	24949
2367	93345	24913
2368	93392	24875
2369	93435	24837
2370	93475	24797
2371	93520	24760
2372	93566	24722
2373	93608	24683
2374	93654	24645
2375	93699	24607
2376	93738	24568
2377	93781	24530
2378	93824	24491
2379	93864	24452
2380	93908	24413
2381	93951	24375
2382	93993	24336
2383	94035	24297
2384	94078	24259
2385	94121	24220
2386	94164	24182
2387	94204	24142
2388	94247	24104
2389	94288	24065
2390	94335	24027
2391	94371	23987
2392	94413	23948
2393	94455	23909
2394	94495	23870
2395	94537	23831
2396	94580	23793
2397	94625	23755
2398	94668	23716
2399	94714	23678
2400	94756	23639
2401	94798	23600
2402	94844	23563
2403	94887	23524
2404	94931	23486
2405	94975	23447
2406	95045	23415
2407	95088	23377
2408	95130	23338
2409	95175	23300
2410	95216	23261
2411	95260	23222
2412	95299	23183
2413	95346	23145
2414	95386	23105
2415	95426	23066
2416	95470	23028
2417	95512	22989
2418	95554	22950
2419	95594	22911
2420	95635	22872
2421	95678	22833
2422	95715	22793
2423	95757	22754
2424	95803	22716
2425	95852	22678
2426	95892	22639
2427	95937	22601
2428	95981	22563
2429	96027	22525
2430	96078	22488
2431	96125	22450
2432	96169	22411
2433	96214	22373
2434	96255	22334
2435	96297	22295
2436	96343	22257
2437	96390	22219
2438	96430	22180
2439	96473	22141
2440	96520	22103
2441	96563	22064
2442	96611	22027
2443	96658	21989
2444	96702	21950
2445	96744	21911
2446	96786	21872
2447	96829	21834
2448	96877	21796
2449	96919	21757
2450	96965	21719
2451	97008	21680
2452	97052	21641
2453	97100	21604
2454	97145	21565
2455	97186	21526
2456	97210	21483
2457	97254	21445
2458	97295	21405
2459	97342	21367
2460	97388	21329
2461	97432	21290
2462	97475	21252
2463	97521	21214
2464	97569	21176
2465	97618	21138
2466	97665	21100
2467	97707	21061
2468	97751	21023
2469	97792	20983
2470	97816	20940
2471	97868	20904
2472	97911	20865
2473	97952	20825
2474	97998	20787
2475	98041	20748
2476	98087	20710
2477	98132	20671
2478	98175	20633
2479	98226	20595
2480	98268	20556
2481	98310	20517
2482	98352	20478
2483	98416	20443
2484	98468	20407
2485	98513	20368
2486	98556	20329
2487	98599	20290
2488	98644	20252
2489	98687	20213
2490	98727	20173
2491	98767	20134
2492	98811	20095
2493	98854	20056
2494	98904	20018
2495	98948	19980
2496	98993	19941
2497	99036	19902
2498	99079	19863
2499	99124	19824
2500	99165	19785
2501	99207	19746
2502	99248	19706
2503	99293	19668
2504	99334	19629
2505	99383	19591
2506	99434	19553
2507	99478	19514
2508	99523	19476
2509	99564	19436
2510	99609	19398
2511	99659	19360
2512	99706	19322
2513	99748	19283
2514	99789	19243
2515	99833	19204
2516	99876	19165
2517	99922	19127
2518	99968	19088
2519	100009	19049
2520	100052	19010
2521	100093	18970
2522	100138	18932
2523	100179	18892
2524	100224	18854
2525	100268	18815
2526	100312	18776
2527	100356	18737
2528	100390	18696
2529	100519	18673
2530	100566	18635
2531	100617	18597
2532	100663	18558
2533	100698	18518
2534	100742	18479
2535	100786	18440
2536	100827	18400
2537	100871	18361
2538	100917	18323
2539	100963	18284
2540	101006	18245
2541	101051	18206
2542	101085	18166
2543	101137	18128
2544	101182	18089
2545	101222	18049
2546	101267	18011
2547	101311	17972
2548	101354	17932
2549	101399	17894
2550	101442	17854
2551	101487	17815
2552	101531	17776
2553	101575	17737
2554	101623	17699
2555	101667	17660
2556	101693	17618
2557	101737	17579
2558	101782	17540
2559	101828	17501
2560	101872	17462
2561	101917	17423
2562	101950	17382
2563	101994	17343
2564	102037	17304
2565	102080	17265
2566	102125	17226
2567	102166	17186
2568	102210	17147
2569	102253	17108
2570	102297	17069
2571	102325	17027
2572	102368	16988
2573	102413	16949
2574	102459	16910
2575	102503	16871
2576	102553	16833
2577	102600	16795
2578	102663	16759
2579	102711	16720
2580	102763	16682
2581	102811	16644
2582	102855	16605
2583	102899	16565
2584	102943	16526
2585	102988	16487
2586	103027	16447
2587	103073	16408
2588	103117	16369
2589	103166	16331
2590	103189	16288
2591	103229	16249
2592	103274	16210
2593	103320	16171
2594	103362	16131
2595	103406	16092
2596	103449	16053
2597	103476	16011
2598	103521	15972
2599	103564	15932
2600	103608	15893
2601	103659	15855
2602	103700	15816
2603	103753	15778
2604	103815	15741
2605	103889	15706
2606	103947	15669
2607	104010	15633
2608	104069	15596
2609	104121	15558
2610	104175	15520
2611	104222	15481
2612	104263	15442
2613	104310	15403
2614	104341	15362
2615	104386	15322
2616	104438	15284
2617	104490	15246
2618	104537	15207
2619	104591	15169
2620	104644	15131
2621	104703	15094
2622	104751	15055
2623	104791	15015
2624	104842	14977
2625	104894	14939
2626	104941	14900
2627	104984	14860
2628	105026	14821
2629	105072	14782
2630	105118	14742
2631	105165	14703
2632	105219	14666
2633	105264	14626
2634	105307	14587
2635	105352	14547
2636	105395	14508
2637	105438	14468
2638	105481	14429
2639	105521	14389
2640	105560	14349
2641	105601	14309
2642	105648	14270
2643	105695	14231
2644	105738	14191
2645	105783	14152
2646	105827	14113
2647	105874	14073
2648	105915	14034
2649	105963	13995
2650	106011	13956
2651	106056	13916
2652	106098	13877
2653	106144	13837
2654	106192	13799
2655	106233	13759
2656	106276	13719
2657	106320	13680
2658	106363	13640
2659	106408	13601
2660	106450	13561
2661	106494	13521
2662	106539	13482
2663	106583	13443
2664	106626	13403
2665	106672	13364
2666	106719	13324
2667	106759	13284
2668	106800	13245
2669	106843	13205
2670	106886	13165
2671	106929	13126
2672	106979	13087
2673	107021	13047
2674	107062	13007
2675	107105	12967
2676	107152	12928
2677	107198	12889
2678	107240	12849
2679	107284	12810
2680	107325	12770
2681	107369	12730
2682	107393	12688
2683	107441	12649
2684	107484	12609
2685	107524	12569
2686	107566	12530
2687	107607	12490
2688	107652	12450
2689	107700	12411
2690	107743	12371
2691	107783	12331
2692	107833	12292
2693	107888	12254
2694	107950	12216
2695	108002	12178
2696	108048	12138
2697	108094	12099
2698	108140	12060
2699	108191	12021
2700	108246	11982
2701	108295	11943
2702	108345	11904
2703	108394	11865
2704	108448	11827
2705	108504	11788
2706	108559	11750
2707	108596	11709
2708	108645	11670
2709	108687	11630
2710	108737	11591
2711	108779	11551
2712	108825	11512
2713	108875	11473
2714	108923	11433
2715	108968	11394
2716	109015	11354
2717	109061	11315
2718	109101	11275
2719	109146	11235
2720	109197	11196
2721	109245	11157
2722	109290	11117
2723	109334	11077
2724	109381	11038
2725	109426	10998
2726	109474	10959
2727	109526	10920
2728	109555	10879
2729	109599	10839
2730	109645	10799
2731	109693	10760
2732	109736	10720
2733	109796	10682
2734	109841	10642
2735	109889	10603
2736	109935	10563
2737	109980	10524
2738	110031	10484
2739	110077	10445
2740	110121	10405
2741	110165	10365
2742	110209	10325
2743	110255	10286
2744	110297	10246
2745	110338	10206
2746	110377	10165
2747	110423	10126
2748	110465	10086
2749	110507	10046
2750	110555	10006
2751	110599	9966
2752	110645	9927
2753	110688	9887
2754	110731	9847
2755	110778	9807
2756	110824	9767
2757	110869	9728
2758	110910	9688
2759	110953	9648
2760	110998	9608
2761	111041	9568
2762	111085	9528
2763	111129	9488
2764	111174	9448
2765	111216	9408
2766	111259	9368
2767	111309	9329
2768	111354	9289
2769	111399	9249
2770	111443	9209
2771	111485	9169
2772	111524	9129
2773	111568	9089
2774	111611	9049
2775	111655	9009
2776	111716	8971
2777	111761	8931
2778	111805	8891
2779	111848	8851
2780	111892	8811
2781	111937	8771
2782	111980	8731
2783	112025	8691
2784	112069	8651
2785	112113	8611
2786	112159	8571
2787	112200	8531
2788	112247	8492
2789	112291	8452
2790	112343	8412
2791	112384	8372
2792	112430	8332
2793	112475	8292
2794	112517	8252
2795	112560	8212
2796	112609	8172
2797	112661	8133
2798	112709	8093
2799	112755	8053
2800	112797	8013
2801	112846	7974
2802	112891	7934
2803	112938	7894
2804	112984	7854
2805	113032	7814
2806	113080	7775
2807	113126	7735
2808	113177	7695
2809	113224	7655
2810	113269	7615
2811	113308	7575
2812	113351	7535
2813	113396	7495
2814	113442	7455
2815	113483	7415
2816	113528	7375
2817	113574	7335
2818	113618	7295
2819	113662	7255
2820	113708	7215
2821	113752	7175
2822	113795	7134
2823	113839	7094
2824	113879	7054
2825	113926	7014
2826	113969	6974
2827	114012	6934
2828	114060	6894
2829	114111	6854
2830	114158	6814
2831	114213	6775
2832	114255	6735
2833	114301	6695
2834	114341	6654
2835	114385	6614
2836	114426	6574
2837	114473	6534
2838	114517	6494
2839	114560	6454
2840	114602	6413
2841	114646	6373
2842	114695	6333
2843	114740	6293
2844	114786	6253
2845	114828	6213
2846	114869	6173
2847	114914	6133
2848	114960	6093
2849	115005	6052
2850	115046	6012
2851	115094	5972
2852	115133	5932
2853	115175	5891
2854	115231	5852
2855	115271	5811
2856	115315	5771
2857	115357	5731
2858	115403	5691
2859	115447	5651
2860	115491	5611
2861	115534	5570
2862	115579	5530
2863	115622	5490
2864	115664	5450
2865	115712	5410
2866	115754	5369
2867	115789	5329
2868	115832	5288
2869	115876	5248
2870	115917	5208
2871	115964	5168
2872	116008	5128
2873	116052	5087
2874	116094	5047
2875	116129	5006
2876	116173	4966
2877	116224	4926
2878	116265	4886
2879	116309	4846
2880	116350	4805
2881	116393	4765
2882	116436	4725
2883	116480	4685
2884	116525	4644
2885	116568	4604
2886	116612	4564
2887	116654	4524
2888	116698	4483
2889	116746	4443
2890	116789	4403
2891	116832	4363
2892	116875	4322
2893	116921	4282
2894	116962	4242
2895	117008	4201
2896	117047	4161
2897	117088	4121
2898	117130	4080
2899	117173	4040
2900	117219	4000
2901	117269	3960
2902	117309	3919
2903	117354	3879
2904	117398	3839
2905	117440	3798
2906	117492	3758
2907	117536	3718
2908	117582	3678
2909	117623	3637
2910	117668	3597
2911	117711	3557
2912	117756	3516
2913	117802	3476
2914	117843	3436
2915	117886	3395
2916	117929	3355
2917	117972	3315
2918	118019	3274
2919	118061	3234
2920	118106	3194
2921	118151	3153
2922	118195	3113
2923	118239	3073
2924	118289	3033
2925	118328	2992
2926	118371	2952
2927	118415	2911
2928	118459	2871
2929	118639	2834
2930	118772	2796
2931	118856	2756
2932	118936	2716
2933	119009	2677
2934	119046	2636
2935	119088	2595
2936	119131	2555
2937	119178	2514
2938	119225	2474
2939	119270	2434
2940	119312	2393
2941	119360	2353
2942	119402	2312
2943	119448	2272
2944	119490	2231
2945	119534	2191
2946	119577	2150
2947	119602	2109
2948	119645	2069
2949	119693	2028
2950	119734	1988
2951	119779	1947
2952	119821	1907
2953	119866	1866
2954	119910	1826
2955	119955	1785
2956	119999	1744
2957	120042	1704
2958	120086	1663
2959	120129	1623
2960	120174	1582
2961	120226	1542
2962	120271	1501
2963	120317	1461
2964	120358	1420
2965	120403	1380
2966	120446	1339
2967	120490	1299
2968	120534	1258
2969	120576	1217
2970	120622	1177
2971	120663	1136
2972	120723	1096
2973	120776	1055
2974	120822	1015
2975	120868	974
2976	120911	934
2977	120956	893
2978	120985	852
2979	121031	812
2980	121072	771
2981	121119	731
2982	121161	690
2983	121205	649
2984	121248	609
2985	121288	568
2986	121335	528
2987	121378	487
2988	121420	446
2989	121465	406
2990	121507	365
2991	121552	325
2992	121594	284
2993	121639	243
2994	121684	203
2995	121731	162
2996	121775	121
2997	121819	81
2998	121860	40
2999	121905	0
